jogador,nacionalidade,posicao,equipe,idade,nascimento,indices
Cacá,br BRA,ZG,Ath Paranaense,23.0,1999.0,"{'90s': 18.8, 'Att': 752, 'Em jogo': 727, 'Parado': 23.0, 'FK': 22, 'TB': 0, 'Sw': 9, 'Crz': 4, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 612, 'Desativado': 2, 'Bloqueios': 8}"
Cadu,br BRA,ZG,Santos,20.0,2002.0,"{'90s': 0.2, 'Att': 11, 'Em jogo': 8, 'Parado': 3.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 1, 'TI': 3, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 8, 'Desativado': 0, 'Bloqueios': 1}"
Caetano,br BRA,ZG,Corinthians,23.0,1999.0,"{'90s': 13.4, 'Att': 798, 'Em jogo': 769, 'Parado': 28.0, 'FK': 24, 'TB': 0, 'Sw': 17, 'Crz': 1, 'TI': 4, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 721, 'Desativado': 1, 'Bloqueios': 0}"
Jonathan Cafu,br BRA,AT.LT,Cuiabá,31.0,1991.0,"{'90s': 19.0, 'Att': 557, 'Em jogo': 545, 'Parado': 8.0, 'FK': 2, 'TB': 1, 'Sw': 1, 'Crz': 49, 'TI': 3, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 399, 'Desativado': 4, 'Bloqueios': 26}"
Júnior Caiçara,br BRA,ZG,Santos,33.0,1989.0,"{'90s': 1.9, 'Att': 131, 'Em jogo': 108, 'Parado': 23.0, 'FK': 2, 'TB': 0, 'Sw': 0, 'Crz': 15, 'TI': 19, 'CK': 2, 'In': 1, 'Fora': 1, 'Reto': 0, 'Cmp': 101, 'Desativado': 0, 'Bloqueios': 5}"
Rodrigo Caio,br BRA,LT.ZG,Flamengo,29.0,1993.0,"{'90s': 0.7, 'Att': 62, 'Em jogo': 60, 'Parado': 2.0, 'FK': 2, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 60, 'Desativado': 0, 'Bloqueios': 0}"
Caíque,br BRA,G,Grêmio,25.0,1997.0,"{'90s': 4.0, 'Att': 95, 'Em jogo': 50, 'Parado': 45.0, 'FK': 12, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 59, 'Desativado': 0, 'Bloqueios': 0}"
Calebe,br BRA,LT.AT,Fortaleza,22.0,2000.0,"{'90s': 16.4, 'Att': 545, 'Em jogo': 485, 'Parado': 50.0, 'FK': 18, 'TB': 6, 'Sw': 6, 'Crz': 67, 'TI': 3, 'CK': 29, 'In': 17, 'Fora': 7, 'Reto': 0, 'Cmp': 404, 'Desativado': 10, 'Bloqueios': 13}"
Jonathan Calleri,ar ARG,AT,São Paulo,29.0,1993.0,"{'90s': 15.0, 'Att': 267, 'Em jogo': 238, 'Parado': 27.0, 'FK': 0, 'TB': 1, 'Sw': 3, 'Crz': 11, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 176, 'Desativado': 2, 'Bloqueios': 11}"
Patric Calmon PK,br BRA,ZG,Cuiabá,28.0,1994.0,"{'90s': 5.8, 'Att': 288, 'Em jogo': 232, 'Parado': 55.0, 'FK': 1, 'TB': 0, 'Sw': 3, 'Crz': 29, 'TI': 53, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 209, 'Desativado': 1, 'Bloqueios': 5}"
Guilherme Camacho,br BRA,LT,Santos,32.0,1990.0,"{'90s': 5.0, 'Att': 257, 'Em jogo': 235, 'Parado': 19.0, 'FK': 18, 'TB': 2, 'Sw': 1, 'Crz': 4, 'TI': 0, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 215, 'Desativado': 3, 'Bloqueios': 4}"
Nathan Camargo,br BRA,LT,Red Bull Bragantino,17.0,2005.0,"{'90s': 0.1, 'Att': 6, 'Em jogo': 5, 'Parado': 1.0, 'FK': 1, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 5, 'Desativado': 0, 'Bloqueios': 0}"
Gustavo Campanharo,br BRA,LT,Internacional,30.0,1992.0,"{'90s': 7.7, 'Att': 378, 'Em jogo': 363, 'Parado': 15.0, 'FK': 15, 'TB': 0, 'Sw': 0, 'Crz': 2, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 346, 'Desativado': 0, 'Bloqueios': 4}"
Camilo Cándido,uy URU,ZG,Bahia,27.0,1995.0,"{'90s': 13.8, 'Att': 739, 'Em jogo': 591, 'Parado': 143.0, 'FK': 22, 'TB': 1, 'Sw': 3, 'Crz': 46, 'TI': 120, 'CK': 1, 'In': 1, 'Fora': 0, 'Reto': 0, 'Cmp': 544, 'Desativado': 5, 'Bloqueios': 12}"
Luan Cândido,br BRA,ZG,Red Bull Bragantino,21.0,2001.0,"{'90s': 12.0, 'Att': 610, 'Em jogo': 530, 'Parado': 78.0, 'FK': 10, 'TB': 0, 'Sw': 5, 'Crz': 14, 'TI': 68, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 482, 'Desativado': 2, 'Bloqueios': 11}"
Germán Cano,ar ARG,AT,Fluminense,34.0,1988.0,"{'90s': 27.4, 'Att': 490, 'Em jogo': 433, 'Parado': 55.0, 'FK': 1, 'TB': 0, 'Sw': 6, 'Crz': 21, 'TI': 2, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 375, 'Desativado': 2, 'Bloqueios': 16}"
Agustín Canobbio,uy URU,AT.LT,Ath Paranaense,24.0,1998.0,"{'90s': 23.5, 'Att': 840, 'Em jogo': 768, 'Parado': 70.0, 'FK': 7, 'TB': 7, 'Sw': 5, 'Crz': 70, 'TI': 40, 'CK': 23, 'In': 4, 'Fora': 9, 'Reto': 0, 'Cmp': 639, 'Desativado': 2, 'Bloqueios': 29}"
Víctor Cantillo,co COL,LT,Corinthians,29.0,1993.0,"{'90s': 3.0, 'Att': 163, 'Em jogo': 157, 'Parado': 6.0, 'FK': 5, 'TB': 0, 'Sw': 2, 'Crz': 0, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 143, 'Desativado': 0, 'Bloqueios': 2}"
Manuel Capasso,ar ARG,ZG,Vasco da Gama,26.0,1996.0,"{'90s': 6.2, 'Att': 343, 'Em jogo': 336, 'Parado': 7.0, 'FK': 7, 'TB': 1, 'Sw': 2, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 286, 'Desativado': 0, 'Bloqueios': 1}"
Juninho Capixaba,br BRA,ZG,Red Bull Bragantino,25.0,1997.0,"{'90s': 31.9, 'Att': 2106, 'Em jogo': 1723, 'Parado': 378.0, 'FK': 83, 'TB': 3, 'Sw': 26, 'Crz': 100, 'TI': 286, 'CK': 8, 'In': 4, 'Fora': 3, 'Reto': 0, 'Cmp': 1612, 'Desativado': 5, 'Bloqueios': 58}"
Gabriel Carabajal,ar ARG,LT,Vasco da Gama,31.0,1991.0,"{'90s': 1.4, 'Att': 108, 'Em jogo': 86, 'Parado': 20.0, 'FK': 13, 'TB': 1, 'Sw': 3, 'Crz': 20, 'TI': 0, 'CK': 7, 'In': 5, 'Fora': 2, 'Reto': 0, 'Cmp': 66, 'Desativado': 2, 'Bloqueios': 4}"
Felipe Carballo,uy URU,LT,Grêmio,26.0,1996.0,"{'90s': 17.1, 'Att': 814, 'Em jogo': 783, 'Parado': 26.0, 'FK': 19, 'TB': 6, 'Sw': 4, 'Crz': 14, 'TI': 6, 'CK': 1, 'In': 0, 'Fora': 1, 'Reto': 0, 'Cmp': 654, 'Desativado': 5, 'Bloqueios': 21}"
Johnny Cardoso,us USA,LT,Internacional,21.0,2001.0,"{'90s': 17.9, 'Att': 785, 'Em jogo': 766, 'Parado': 15.0, 'FK': 14, 'TB': 2, 'Sw': 3, 'Crz': 4, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 680, 'Desativado': 4, 'Bloqueios': 7}"
Ed Carlos,br BRA,LT.AT,Santos,21.0,2001.0,"{'90s': 0.4, 'Att': 41, 'Em jogo': 37, 'Parado': 4.0, 'FK': 2, 'TB': 0, 'Sw': 0, 'Crz': 2, 'TI': 1, 'CK': 1, 'In': 1, 'Fora': 0, 'Reto': 0, 'Cmp': 34, 'Desativado': 0, 'Bloqueios': 1}"
João Carlos,br BRA,G,Cuiabá,34.0,1988.0,"{'90s': 3.0, 'Att': 66, 'Em jogo': 37, 'Parado': 29.0, 'FK': 4, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 51, 'Desativado': 0, 'Bloqueios': 0}"
Ryan Carlos,br BRA,ZG,Bahia,20.0,2002.0,"{'90s': 6.4, 'Att': 408, 'Em jogo': 347, 'Parado': 60.0, 'FK': 6, 'TB': 0, 'Sw': 4, 'Crz': 34, 'TI': 54, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 311, 'Desativado': 1, 'Bloqueios': 18}"
Alan Carvalho,cn CHN,LT,Fluminense,33.0,1989.0,"{'90s': 0.5, 'Att': 13, 'Em jogo': 13, 'Parado': 0.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 8, 'Desativado': 0, 'Bloqueios': 1}"
Breno Cascardo,br BRA,LT,América (MG),19.0,2003.0,"{'90s': 12.9, 'Att': 589, 'Em jogo': 566, 'Parado': 19.0, 'FK': 14, 'TB': 1, 'Sw': 5, 'Crz': 6, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 491, 'Desativado': 4, 'Bloqueios': 9}"
Cássio,br BRA,G,Corinthians,35.0,1987.0,"{'90s': 36.8, 'Att': 1104, 'Em jogo': 642, 'Parado': 462.0, 'FK': 93, 'TB': 0, 'Sw': 2, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 883, 'Desativado': 0, 'Bloqueios': 0}"
Luciano Castán,br BRA,ZG,Cruzeiro,33.0,1989.0,"{'90s': 35.7, 'Att': 1936, 'Em jogo': 1833, 'Parado': 98.0, 'FK': 90, 'TB': 0, 'Sw': 17, 'Crz': 3, 'TI': 3, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 1659, 'Desativado': 5, 'Bloqueios': 14}"
Iury de Castilho,br BRA,AT,Cuiabá,27.0,1995.0,"{'90s': 4.4, 'Att': 85, 'Em jogo': 80, 'Parado': 4.0, 'FK': 0, 'TB': 0, 'Sw': 1, 'Crz': 10, 'TI': 3, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 56, 'Desativado': 1, 'Bloqueios': 6}"
Matheus Cavichioli,br BRA,G,América (MG),36.0,1986.0,"{'90s': 15.0, 'Att': 377, 'Em jogo': 224, 'Parado': 152.0, 'FK': 37, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 261, 'Desativado': 1, 'Bloqueios': 1}"
Juan Cazares,ec ECU,LT.AT,América (MG),30.0,1992.0,"{'90s': 3.1, 'Att': 140, 'Em jogo': 115, 'Parado': 24.0, 'FK': 9, 'TB': 1, 'Sw': 2, 'Crz': 18, 'TI': 4, 'CK': 9, 'In': 5, 'Fora': 4, 'Reto': 0, 'Cmp': 98, 'Desativado': 1, 'Bloqueios': 5}"
Brayan Ceballos,co COL,ZG,Fortaleza,21.0,2001.0,"{'90s': 2.3, 'Att': 143, 'Em jogo': 137, 'Parado': 5.0, 'FK': 5, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 118, 'Desativado': 1, 'Bloqueios': 1}"
Pablo Ceppelini,uy URU,LT,Cuiabá,31.0,1991.0,"{'90s': 11.1, 'Att': 615, 'Em jogo': 477, 'Parado': 134.0, 'FK': 57, 'TB': 0, 'Sw': 2, 'Crz': 120, 'TI': 11, 'CK': 62, 'In': 22, 'Fora': 32, 'Reto': 0, 'Cmp': 454, 'Desativado': 4, 'Bloqueios': 7}"
Murilo Cerqueira,br BRA,ZG,Palmeiras,25.0,1997.0,"{'90s': 24.1, 'Att': 1278, 'Em jogo': 1231, 'Parado': 44.0, 'FK': 39, 'TB': 4, 'Sw': 11, 'Crz': 1, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 1141, 'Desativado': 3, 'Bloqueios': 8}"
Ricardo Cerqueira,br BRA,LT,Cuiabá,20.0,2002.0,"{'90s': 0.1, 'Att': 4, 'Em jogo': 4, 'Parado': 0.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 4, 'Desativado': 0, 'Bloqueios': 0}"
Júlio César,br BRA,ZG,América (MG),19.0,2003.0,"{'90s': 6.6, 'Att': 313, 'Em jogo': 298, 'Parado': 14.0, 'FK': 9, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 5, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 271, 'Desativado': 1, 'Bloqueios': 1}"
Reynaldo Cesar Moraes,br BRA,ZG,Cruzeiro,26.0,1997.0,"{'90s': 0.7, 'Att': 32, 'Em jogo': 31, 'Parado': 1.0, 'FK': 1, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 26, 'Desativado': 0, 'Bloqueios': 0}"
Reynaldo Cesar Moraes,br BRA,ZG,Coritiba,26.0,1997.0,"{'90s': 2.7, 'Att': 82, 'Em jogo': 77, 'Parado': 5.0, 'FK': 1, 'TB': 0, 'Sw': 1, 'Crz': 2, 'TI': 4, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 63, 'Desativado': 0, 'Bloqueios': 0}"
Kayky Chagas,br BRA,AT.LT,Bahia,19.0,2003.0,"{'90s': 4.6, 'Att': 144, 'Em jogo': 131, 'Parado': 13.0, 'FK': 0, 'TB': 1, 'Sw': 0, 'Crz': 12, 'TI': 1, 'CK': 12, 'In': 7, 'Fora': 0, 'Reto': 1, 'Cmp': 109, 'Desativado': 0, 'Bloqueios': 5}"
Jhon Chancellor,ve VEN,ZG,Coritiba,31.0,1992.0,"{'90s': 3.4, 'Att': 101, 'Em jogo': 99, 'Parado': 2.0, 'FK': 2, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 80, 'Desativado': 0, 'Bloqueios': 0}"
Gabriel Chapecó,br BRA,G,Grêmio,22.0,2000.0,"{'90s': 31.0, 'Att': 831, 'Em jogo': 437, 'Parado': 392.0, 'FK': 76, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 524, 'Desativado': 2, 'Bloqueios': 0}"
Gabriel Chaves,br BRA,AT.LT,Vasco da Gama,21.0,2001.0,"{'90s': 29.0, 'Att': 590, 'Em jogo': 530, 'Parado': 56.0, 'FK': 11, 'TB': 5, 'Sw': 2, 'Crz': 92, 'TI': 16, 'CK': 27, 'In': 17, 'Fora': 2, 'Reto': 0, 'Cmp': 439, 'Desativado': 4, 'Bloqueios': 21}"
Jhoanner Chávez,ec ECU,ZG.LT,Bahia,20.0,2002.0,"{'90s': 6.5, 'Att': 334, 'Em jogo': 269, 'Parado': 65.0, 'FK': 5, 'TB': 0, 'Sw': 0, 'Crz': 15, 'TI': 60, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 258, 'Desativado': 0, 'Bloqueios': 10}"
Chiqueti,br BRA,LT,Ath Paranaense,17.0,2005.0,"{'90s': 0.2, 'Att': None, 'Em jogo': None, 'Parado': None, 'FK': None, 'TB': None, 'Sw': None, 'Crz': 0, 'TI': None, 'CK': None, 'In': None, 'Fora': None, 'Reto': None, 'Cmp': None, 'Desativado': None, 'Bloqueios': None}"
Christian,br BRA,LT.AT,Ath Paranaense,22.0,2000.0,"{'90s': 15.1, 'Att': 611, 'Em jogo': 581, 'Parado': 27.0, 'FK': 4, 'TB': 2, 'Sw': 5, 'Crz': 21, 'TI': 22, 'CK': 1, 'In': 0, 'Fora': 1, 'Reto': 0, 'Cmp': 488, 'Desativado': 3, 'Bloqueios': 25}"
Cicinho,bg BUL,ZG,Bahia,34.0,1988.0,"{'90s': 8.4, 'Att': 384, 'Em jogo': 293, 'Parado': 88.0, 'FK': 16, 'TB': 0, 'Sw': 3, 'Crz': 23, 'TI': 72, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 305, 'Desativado': 3, 'Bloqueios': 17}"
Cipriano,br BRA,ZG,Red Bull Bragantino,20.0,2002.0,"{'90s': 0.8, 'Att': 29, 'Em jogo': 28, 'Parado': 1.0, 'FK': 1, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 26, 'Desativado': 0, 'Bloqueios': 0}"
Marcelo Cirino,br BRA,AT.LT,Ath Paranaense,31.0,1992.0,"{'90s': 1.1, 'Att': 18, 'Em jogo': 18, 'Parado': 0.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 10, 'Desativado': 0, 'Bloqueios': 0}"
Léo Cittadini,br BRA,LT,Bahia,28.0,1994.0,"{'90s': 1.5, 'Att': 93, 'Em jogo': 90, 'Parado': 3.0, 'FK': 3, 'TB': 0, 'Sw': 0, 'Crz': 1, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 81, 'Desativado': 0, 'Bloqueios': 1}"
Léo Cittadini,br BRA,LT.AT,Ath Paranaense,28.0,1994.0,"{'90s': 2.2, 'Att': 79, 'Em jogo': 73, 'Parado': 6.0, 'FK': 4, 'TB': 0, 'Sw': 0, 'Crz': 6, 'TI': 0, 'CK': 1, 'In': 0, 'Fora': 1, 'Reto': 0, 'Cmp': 65, 'Desativado': 0, 'Bloqueios': 3}"
Mateus Claus,br BRA,G,Bahia,28.0,1994.0,"{'90s': 0.6, 'Att': 12, 'Em jogo': 5, 'Parado': 7.0, 'FK': 2, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 11, 'Desativado': 0, 'Bloqueios': 0}"
Clayson,br BRA,AT.LT,Cuiabá,27.0,1995.0,"{'90s': 18.2, 'Att': 632, 'Em jogo': 543, 'Parado': 78.0, 'FK': 22, 'TB': 2, 'Sw': 4, 'Crz': 102, 'TI': 7, 'CK': 48, 'In': 13, 'Fora': 18, 'Reto': 5, 'Cmp': 433, 'Desativado': 11, 'Bloqueios': 36}"
Mateus Cocão,br BRA,LT,Vasco da Gama,20.0,2002.0,"{'90s': 3.9, 'Att': 231, 'Em jogo': 226, 'Parado': 5.0, 'FK': 4, 'TB': 1, 'Sw': 1, 'Crz': 7, 'TI': 0, 'CK': 1, 'In': 0, 'Fora': 1, 'Reto': 0, 'Cmp': 205, 'Desativado': 0, 'Bloqueios': 2}"
Diego Costa,es ESP,AT,Botafogo (RJ),34.0,1988.0,"{'90s': 5.7, 'Att': 128, 'Em jogo': 118, 'Parado': 9.0, 'FK': 0, 'TB': 0, 'Sw': 2, 'Crz': 8, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 82, 'Desativado': 1, 'Bloqueios': 8}"
Philippe Costa,br BRA,AT,Goiás,22.0,2000.0,"{'90s': 1.2, 'Att': 18, 'Em jogo': 17, 'Parado': 1.0, 'FK': 0, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 16, 'Desativado': 0, 'Bloqueios': 0}"
Talles Costa,br BRA,LT.AT,São Paulo,20.0,2002.0,"{'90s': 1.5, 'Att': 93, 'Em jogo': 88, 'Parado': 5.0, 'FK': 3, 'TB': 0, 'Sw': 0, 'Crz': 1, 'TI': 2, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 82, 'Desativado': 0, 'Bloqueios': 2}"
Lucas Crispim,br BRA,LT.ZG,Fortaleza,28.0,1994.0,"{'90s': 5.4, 'Att': 352, 'Em jogo': 325, 'Parado': 26.0, 'FK': 11, 'TB': 0, 'Sw': 3, 'Crz': 12, 'TI': 11, 'CK': 4, 'In': 0, 'Fora': 4, 'Reto': 0, 'Cmp': 299, 'Desativado': 1, 'Bloqueios': 6}"
Franco Cristaldo,ar ARG,LT.AT,Grêmio,26.0,1996.0,"{'90s': 23.7, 'Att': 1283, 'Em jogo': 1119, 'Parado': 160.0, 'FK': 59, 'TB': 4, 'Sw': 13, 'Crz': 119, 'TI': 12, 'CK': 81, 'In': 26, 'Fora': 27, 'Reto': 0, 'Cmp': 975, 'Desativado': 4, 'Bloqueios': 35}"
Tomás Cuello,ar ARG,LT.AT,Ath Paranaense,22.0,2000.0,"{'90s': 22.8, 'Att': 994, 'Em jogo': 831, 'Parado': 159.0, 'FK': 12, 'TB': 1, 'Sw': 6, 'Crz': 123, 'TI': 123, 'CK': 24, 'In': 10, 'Fora': 10, 'Reto': 0, 'Cmp': 670, 'Desativado': 4, 'Bloqueios': 37}"
Víctor Cuesta,ar ARG,ZG,Botafogo (RJ),34.0,1988.0,"{'90s': 35.0, 'Att': 1733, 'Em jogo': 1632, 'Parado': 94.0, 'FK': 53, 'TB': 2, 'Sw': 14, 'Crz': 30, 'TI': 8, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 1438, 'Desativado': 7, 'Bloqueios': 5}"
Cuiabano,br BRA,ZG.LT,Grêmio,19.0,2003.0,"{'90s': 5.4, 'Att': 224, 'Em jogo': 189, 'Parado': 33.0, 'FK': 6, 'TB': 1, 'Sw': 4, 'Crz': 20, 'TI': 26, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 132, 'Desativado': 2, 'Bloqueios': 14}"
Lucas Cunha,br BRA,ZG,Red Bull Bragantino,26.0,1997.0,"{'90s': 0.8, 'Att': 88, 'Em jogo': 87, 'Parado': 1.0, 'FK': 1, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 81, 'Desativado': 0, 'Bloqueios': 0}"
Matheus Cunha,br BRA,G,Flamengo,21.0,2001.0,"{'90s': 17.6, 'Att': 727, 'Em jogo': 596, 'Parado': 130.0, 'FK': 28, 'TB': 0, 'Sw': 1, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 578, 'Desativado': 1, 'Bloqueios': 1}"
Ian Custódio,br BRA,ZG,Palmeiras,19.0,2003.0,"{'90s': 0.2, 'Att': 7, 'Em jogo': 6, 'Parado': 1.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 1, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 3, 'Desativado': 0, 'Bloqueios': 0}"
João Dalla Corte,br BRA,ZG,Internacional,16.0,2006.0,"{'90s': 0.2, 'Att': 10, 'Em jogo': 8, 'Parado': 2.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 3, 'TI': 2, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 6, 'Desativado': 0, 'Bloqueios': 0}"
Danielzinho,br BRA,AT.LT,Bahia,27.0,1996.0,"{'90s': 0.9, 'Att': 83, 'Em jogo': 79, 'Parado': 3.0, 'FK': 1, 'TB': 3, 'Sw': 0, 'Crz': 3, 'TI': 0, 'CK': 2, 'In': 1, 'Fora': 0, 'Reto': 0, 'Cmp': 68, 'Desativado': 1, 'Bloqueios': 1}"
Danielzinho,br BRA,AT,Ath Paranaense,20.0,2002.0,"{'90s': 0.0, 'Att': 2, 'Em jogo': 2, 'Parado': 0.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 1, 'Desativado': 0, 'Bloqueios': 0}"
Danielzinho,br BRA,LT,Fluminense,27.0,1996.0,"{'90s': 6.8, 'Att': 477, 'Em jogo': 457, 'Parado': 18.0, 'FK': 10, 'TB': 3, 'Sw': 1, 'Crz': 10, 'TI': 2, 'CK': 6, 'In': 0, 'Fora': 2, 'Reto': 0, 'Cmp': 405, 'Desativado': 2, 'Bloqueios': 10}"
David,br BRA,AT.LT,São Paulo,27.0,1995.0,"{'90s': 8.1, 'Att': 215, 'Em jogo': 203, 'Parado': 10.0, 'FK': 1, 'TB': 1, 'Sw': 0, 'Crz': 10, 'TI': 8, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 155, 'Desativado': 2, 'Bloqueios': 9}"
Giorgian De Arrascaeta,uy URU,LT.AT,Flamengo,28.0,1994.0,"{'90s': 20.5, 'Att': 1051, 'Em jogo': 912, 'Parado': 134.0, 'FK': 42, 'TB': 8, 'Sw': 8, 'Crz': 119, 'TI': 16, 'CK': 68, 'In': 23, 'Fora': 31, 'Reto': 2, 'Cmp': 773, 'Desativado': 5, 'Bloqueios': 34}"
Sergio Antonio De Luiz Junior,br BRA,LT.ZG,Vasco da Gama,27.0,1995.0,"{'90s': 4.0, 'Att': 122, 'Em jogo': 118, 'Parado': 3.0, 'FK': 1, 'TB': 0, 'Sw': 0, 'Crz': 9, 'TI': 1, 'CK': 1, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 89, 'Desativado': 1, 'Bloqueios': 5}"
Denilson,br BRA,LT,Cuiabá,21.0,2001.0,"{'90s': 21.2, 'Att': 1087, 'Em jogo': 1008, 'Parado': 73.0, 'FK': 34, 'TB': 4, 'Sw': 7, 'Crz': 80, 'TI': 6, 'CK': 30, 'In': 10, 'Fora': 13, 'Reto': 1, 'Cmp': 888, 'Desativado': 6, 'Bloqueios': 21}"
Denzel,br BRA,AT,Goiás,20.0,2003.0,"{'90s': 0.3, 'Att': 6, 'Em jogo': 6, 'Parado': 0.0, 'FK': 0, 'TB': 0, 'Sw': 0, 'Crz': 0, 'TI': 0, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 4, 'Desativado': 0, 'Bloqueios': 2}"
Deyverson,br BRA,AT,Cuiabá,31.0,1991.0,"{'90s': 32.3, 'Att': 671, 'Em jogo': 612, 'Parado': 54.0, 'FK': 2, 'TB': 1, 'Sw': 10, 'Crz': 16, 'TI': 7, 'CK': 0, 'In': 0, 'Fora': 0, 'Reto': 0, 'Cmp': 380, 'Desativado': 5, 'Bloqueios': 12}"
